Date/Time           	Type    	Tweet                                                                                                                   	Tweet Id            
2019-08-13 14:04:43 	tweet   	Would Chris Cuomo be given a Red Flag for his recent rant? Filthy language and a total loss of control. He shouldn’t be allowed to have any weapon. He’s nuts!	1161277403353759744 
2019-08-13 14:10:58 	tweet   	As usual China said they were going to be buying “big” from our great American Farmers. So far they have not done what they said. Maybe this will be different!	1161278978201661440 
2019-08-13 14:53:00 	tweet   	ALL THE NEWS THAT’S NOT FIT TO PRINT! “The New York Times is no longer the paper we grew up with. It is no longer a news organization. It is now an agenda driven organization out to change the Country (for the worse!).” Michael Goodwin Highly Respected New York Post Columnist.	1161289557079465985 
2019-08-13 17:11:02 	tweet   	Many are blaming me and the United States for the problems going on in Hong Kong. I can’t imagine why?                  	1161324294800121857 
2019-08-13 17:17:18 	tweet   	Our Intelligence has informed us that the Chinese Government is moving troops to the Border with Hong Kong. Everyone should be calm and safe!	1161325870516264961 
2019-08-13 17:24:54 	tweet   	Just landed in Pennsylvania. Looking forward to making a speech on energy. So important!                                	1161327783882231809 
2019-08-13 17:32:14 	tweet   	Put it back up. We are living with a Rigged &amp; Fake Media! https://t.co/ZhanbGCxuX                                   	1161329627853414401 
2019-08-13 17:34:14 	retweet 	RT @TeamTrump: Ahead of his trip to Pennsylvania @realDonaldTrump has achieved energy dominance in America!Meanwhile 2020 Democrats con…	1161330129727041537 
2019-08-13 17:36:04 	retweet 	RT @DineshDSouza: We've just had two incendiary mass shootings.In one the shooter was pro-white supremacy.In the other the shooter wa…	1161330591188602881 
2019-08-13 17:39:04 	retweet 	RT @AlexandreKrausz: Disturbing video taken in #Shenzhen just across the boarder with #HongKong. Something extraordinarily bad is about hap…	1161331347933319170 
2019-08-13 17:40:57 	retweet 	RT @JamesOKeefeIII: BREAKING @Project_Veritas: Current Sr. Google Engineer Goes Public on Camera: Tech is "dangerous" "taking sides" -- SE…	1161331823563149312 
2019-08-13 17:43:23 	retweet 	RT @JamesOKeefeIII: NYT Executive Editor @DeanBaquet taking heat today for Trump Unity headline. Can he handle? When @Project_Veritas merel…	1161332432945254402 
2019-08-13 17:43:57 	tweet   	So terrible! https://t.co/L9lqQIGAUp                                                                                    	1161332577069760512 
2019-08-13 19:32:41 	retweet 	RT @DiamondandSilk: Remember when Anna Navarro  referred to Don Jr. as Fredo while filing her nails on the @ChrisCuomo show. I don't rememb…	1161359939006291968 
2019-08-13 19:33:07 	retweet 	RT @GOPChairwoman: Kamala Harris isn’t fooling anyone on health care.Here’s one of Iowa’s seniors calling her out for her socialist plan.…	1161360047835963392 
2019-08-13 19:33:26 	retweet 	RT @seanhannity: **BREAKING NOW** https://t.co/5bEf9VBMXC                                                               	1161360129486401547 
2019-08-13 19:34:28 	retweet 	RT @TrumpWarRoom: “Who am I then Fredo?” Cuomo asked during a 2010 radio interview when his brother was considering running for governor.…	1161360389784965121 
2019-08-13 19:34:45 	retweet 	RT @seanhannity: *WATCH* https://t.co/q9Hq0MsgGz                                                                        	1161360462010834945 
2019-08-13 19:35:17 	retweet 	RT @SecondLady: IN THE NEWS: Whispering Pines will present Christmas tree for ⁦the Vice President’s Residence| WLUK 🌲#Christmas ⁦@VP⁩  http…	1161360593535848450 
2019-08-13 19:38:46 	tweet   	Just leaving. Incredible Complex. JOBS! JOBS! JOBS! https://t.co/culShq7aqi                                             	1161361469470052353 
2019-08-13 19:39:58 	retweet 	RT @DonaldJTrumpJr: 🤣🤣🤣Bill de Blasio draws 15-person crowd in Iowa https://t.co/0W7gvXAXwG                             	1161361774064615425 
2019-08-13 19:40:21 	retweet 	RT @DonaldJTrumpJr: I assume @cnn not available for comment. Imagine their coverage of this if they were a real news organization? https://…	1161361869652877312 
2019-08-13 19:41:37 	retweet 	RT @TishaMosley15: how can a man ( @realDonaldTrump ) provide this type of moment to a family and be considered by the scarecrows of americ…	1161362190156386304 
2019-08-13 19:42:42 	retweet 	RT @GOPChairwoman: 2020 Democrat Julian Castro says he’s “very proud” of his brother’s target list of @realDonaldTrump supporters.Castro…	1161362460957392896 
2019-08-13 19:43:40 	retweet 	RT @RichardGrenell: There are 34000 U.S. troops in Germany protecting Germans and Europeans. I can tell you this: @RolandNelles &amp; @SPIEGEL…	1161362706655567874 
2019-08-13 19:45:16 	tweet   	See you in New Hampshire! https://t.co/NhY0QwRrkd                                                                       	1161363107039629314 
2019-08-13 19:46:18 	retweet 	RT @Surabees: THIS. IS. CNN. @ChrisCuomo https://t.co/TrmMB5oOfs                                                        	1161363368508186624 
2019-08-13 19:48:55 	retweet 	RT @ComfortablySmug: @ChrisCuomo Ok Fredo https://t.co/qqfklrp9qe                                                       	1161364026493980672 
2019-08-13 20:41:33 	tweet   	It always happens! When a Conservative does even a fraction of what Chris Cuomo did with his lunatic ranting raving &amp; cursing they get destroyed by the Fake News. But when a Liberal Democrat like Chris Cuomo does it Republicans immediately come to his defense. We never learn!	1161377272391229440 
2019-08-13 21:00:02 	tweet   	True! Without being stuck at an airport where CNN buys (at a big price) an uninterested audience they’ve got nothing going. @CNN is BAD for America! https://t.co/68pehXFHmx	1161381923488436224 
2019-08-14 00:25:45 	retweet 	RT @GOPChairwoman: If 2020 Democrats like Biden have their way they’d eliminate ALL fossil fuels.They want to kill millions of American…	1161433693254279168 
2019-08-14 00:26:26 	tweet   	Thank you Bill! https://t.co/6TwDUEB7xm                                                                                 	1161433863740100609 
2019-08-14 00:29:00 	retweet 	RT @BillOReilly: Mr. Trump’s statements against illegal immigration Muslim terrorism and the economic failure of some third world countri…	1161434511575592961 
2019-08-14 00:29:22 	retweet 	RT @KatrinaPierson: Harris thought she was going to a nursing home...Ended up being taken to school. https://t.co/JAqPKjq41y	1161434602034094082 
2019-08-14 00:30:06 	retweet 	RT @WhiteHouse: The Trump Economy is delivering incredible results for the blue-collar workers who need it most. In case you missed it: h…	1161434786088587274 
2019-08-14 00:46:59 	tweet   	No debate on Election Security should go forward without first agreeing that Voter ID (Identification) must play a very strong part in any final agreement. Without Voter ID it is all so meaningless!	1161439036256526336 
2019-08-14 00:57:01 	retweet 	RT @dualtech: #VoterFraud is real. We need #VoterID now!! https://t.co/hpgA8OXwVH                                       	1161441560153743366 
2019-08-14 00:57:26 	retweet 	RT @charliekirk11: Voter fraud is real:Los Angeles county has a registration rate of 112% its adult populationThe entire state of Calif…	1161441667322449920 
2019-08-14 01:23:32 	tweet   	Great day in the incredible Commonwealth of Pennsylvania today with the amazing energy workers construction workers and craft workers who make America run – and who make America PROUD. No one in the world does it better than YOU! https://t.co/jfWGYjzwkm	1161448234147045376 
2019-08-14 02:38:24 	tweet   	Great interview of Ron Vitiello Former Acting Ice Director by @JesseBWatters on @FoxNews about all of the work that is being (&amp; has been) done on our Southern Border. Thanks Ron terrific job! Now if only the Democrats would fix the Loopholes &amp; Asylum.	1161467076621606912 
2019-08-14 13:46:24 	tweet   	A fighter and champion GREAT! https://t.co/8LoTrb6Pdc                                                                   	1161635184325877765 
2019-08-14 15:34:36 	tweet   	Join me tomorrow night in Manchester New Hampshire at 7:00 P.M. Eastern! #KAG2020 https://t.co/0UViqSlLgd               	1161662410882789376 
2019-08-14 15:39:31 	tweet   	“The Fed has got to do something! The Fed is the Central Bank of the United States not the Central Bank of the World.” Mark Grant  @Varneyco  Correct! The Federal Reserve acted far too quickly and now is very very late. Too bad so much to gain on the upside!	1161663651666903041 
2019-08-14 15:51:00 	tweet   	“So far you’ve had Tariffs imposed on 300 Billion Dollars worth of Chinese products but you can’t tell me that it has hurt our economy...&amp; it really hasn’t led to any kind of serious rise in prices at the consumer level.” @Varneyco  @FoxBusiness  And we are taking in $Billions!	1161666538379853824 
2019-08-14 16:42:24 	tweet   	Tremendous amounts of money pouring into the United States. People want safety!                                         	1161679474578079745 
2019-08-14 17:14:50 	tweet   	The Great Charles Payne @cvpayne correctly stated that Fed Chair Jay Powell made TWO enormous mistakes. 1. When he said “mid cycle adjustment.” 2. We’re data dependent.  “He did not do the right thing.” I agree (to put it mildly!). @Varneyco	1161687635426983937 
2019-08-14 19:21:05 	tweet   	We are winning big time against China. Companies &amp; jobs are fleeing. Prices to us have not gone up and in some cases have come down. China is not our problem though Hong Kong is not helping. Our problem is with the Fed. Raised too much &amp; too fast. Now too slow to cut....	1161719408202584064 
2019-08-14 19:21:05 	tweet   	..Spread is way too much as other countries say THANK YOU to clueless Jay Powell and the Federal Reserve. Germany and many others are playing the game! CRAZY INVERTED YIELD CURVE! We should easily be reaping big Rewards &amp; Gains but the Fed is holding us back. We will Win!	1161719409804808193 
2019-08-14 21:34:49 	retweet 	RT @mike_pence: America needs four more years of President @realDonaldTrump and the people of North Carolina agree! https://t.co/b6Kh9kbc1d	1161753063453016071 
2019-08-14 21:40:17 	tweet   	Unlike others our economy is strong! https://t.co/EvNRzB8GBY                                                            	1161754440950603782 
2019-08-14 21:41:48 	retweet 	RT @parscale: WE MUST ENFORCE OUR LAWS!Both suspects are illegal aliens. One was ordered removed but never left. The other was deported &amp;…	1161754821835284482 
2019-08-14 21:43:02 	tweet   	Sad! https://t.co/CP9azm8U54                                                                                            	1161755131324579840 
2019-08-14 22:32:56 	tweet   	Good things were stated on the call with China the other day. They are eating the Tariffs with the devaluation of their currency and “pouring” money into their system. The American consumer is fine with or without the September date but much good will come from the short.....	1161767689762889728 
2019-08-14 22:32:56 	tweet   	..deferral to December. It actually helps China more than us but will be reciprocated. Millions of jobs are being lost in China to other non-Tariffed countries. Thousands of companies are leaving. Of course China wants to make a deal. Let them work humanely with Hong Kong first!	1161767691646115840 
2019-08-14 22:59:13 	tweet   	I know President Xi of China very well. He is a great leader who very much has the respect of his people. He is also a good man in a “tough business.” I have ZERO doubt that if President Xi wants to quickly and humanely solve the Hong Kong problem he can do it. Personal meeting?	1161774305895694336 
2019-08-15 11:28:05 	retweet 	RT @DiamondandSilk: President Trump VS Democrats https://t.co/VWeai38VVl                                                	1161962764191051777 
2019-08-15 11:28:56 	retweet 	RT @BillOReilly: Without direct evidence branding the President a white supremacy adherent becomes a cheap piece of political propaganda.…	1161962976506712070 
2019-08-15 11:30:03 	retweet 	RT @IngrahamAngle: "There is no evidence that we are in the midst of an epidemic of mass shootings" @jamesalanfox the leading researcher…	1161963257227304960 
2019-08-15 11:31:59 	retweet 	RT @summervilleguy: @greta https://t.co/eHgxKe79pj                                                                      	1161963743187808256 
2019-08-15 11:37:01 	retweet 	RT @realDonaldTrump: Two great and loyal friends! https://t.co/Fo2CLjc9YZ                                               	1161965011306262530 
2019-08-15 11:37:51 	retweet 	RT @CLewandowski_: Lewandowski joining N.H. Trump rally amid rumors of Senate run. Can’t wait for ⁦@realDonaldTrump⁩ to come back to NH to…	1161965220451012608 
2019-08-15 11:38:22 	retweet 	RT @WhiteHouse: Congress must adopt USMCA after its six-week recess @GlennHamer writes. https://t.co/tcSrGKYlOt         	1161965349572685824 
2019-08-15 11:39:10 	retweet 	RT @seanhannity: RUDY: "I’ve never had a client that’s been cleared three times. Once is usually enough twice is ridiculous three times?!…	1161965550324654080 
2019-08-15 11:39:35 	retweet 	RT @CLewandowski_: New Hampshire Poll: Corey Lewandowski Leads GOP Senate Field https://t.co/OP8bVV9i1E                 	1161965656499245056 
2019-08-15 11:43:44 	tweet   	Two great entertainers and more importantly great people! Check out their show. https://t.co/SGmbEeJuIM                 	1161966700255948801 
2019-08-15 11:44:56 	retweet 	RT @greta: I appreciate the opportunity to interview and learn the Trump Administration strategies and policies towards these serious issue…	1161967001398632448 
2019-08-15 11:52:16 	retweet 	RT @Lrihendry: Democrats also boycotted Lincoln's inauguration bc he had this radical idea of ending slavery. Let that sink in. #TrumpInaug…	1161968846628167680 
2019-08-15 11:56:00 	retweet 	RT @RudyGiuliani: What is going on in Philadelphia explains how dangerous it is to be a police officer. Our prayers are with them all the…	1161969788975034369 
2019-08-15 12:00:05 	tweet   	Thank you and the Wall is under major construction! https://t.co/jRVMxSPJzN                                             	1161970814922776576 
2019-08-15 12:26:47 	tweet   	Go out and get Andrew McCarthy’s new book “Ball of Collusion.” “Supervision became the investigator and when they pushed the envelope there was nobody there to tell them NO. It goes right to the President (Obama). Plenty of information that Obama was informed &amp; knew exactly...	1161977535946731520 
2019-08-15 12:26:48 	tweet   	....what they were doing. There’s plenty of indication we don’t have to speculate.” @SteveDoocy “Holy cow got to read this book.” @ainsleyearhardt “WOW!”  @foxandfriends  A very serious situation. Can never be allowed to happen again! DRAIN THE SWAMP	1161977538022989824 
2019-08-15 12:59:53 	tweet   	The Philadelphia shooter should never have been allowed to be on the streets. He had a long and very dangerous criminal record. Looked like he was having a good time after his capture and after wounding so many police. Long sentence - must get much tougher on street crime!	1161985864412667905 
2019-08-15 13:57:58 	tweet   	It would show great weakness if Israel allowed Rep. Omar and Rep.Tlaib to visit. They hate Israel &amp; all Jewish people &amp; there is nothing that can be said or done to change their minds. Minnesota and Michigan will have a hard time putting them back in office. They are a disgrace!	1162000480681287683 
2019-08-15 13:59:23 	retweet 	RT @realDonaldTrump: ..deferral to December. It actually helps China more than us but will be reciprocated. Millions of jobs are being los…	1162000838765830146 
2019-08-15 13:59:30 	retweet 	RT @realDonaldTrump: Good things were stated on the call with China the other day. They are eating the Tariffs with the devaluation of thei…	1162000867719094274 
2019-08-15 14:04:34 	tweet   	If President Xi would meet directly and personally with the protesters there would be a happy and enlightened ending to the Hong Kong problem. I have no doubt! https://t.co/eFxMjgsG1K	1162002141172633600 
2019-08-15 15:26:16 	tweet   	The United States is now by far the Biggest Strongest and Most Powerful Economy in the World it is not even close! As others falter we will only get stronger. Consumers are in the best shape ever plenty of cash. Business Optimism is at an All Time High!	1162022701457989635 
2019-08-15 16:24:00 	tweet   	Our Great Farmers know how important it is to win on Trade. They will be the big winners!                               	1162037232368144384 
2019-08-15 16:30:03 	tweet   	Wow! The Deputy Editor of the Failing New York Times was just demoted. Should have been Fired! Totally biased and inaccurate reporting. The paper is a Fraud Zero Credibility. Fake News takes another hit but this time a big one!	1162038755093598208 
2019-08-15 16:38:24 	tweet   	Representatives Omar and Tlaib are the face of the Democrat Party and they HATE Israel!                                 	1162040855328436225 
2019-08-15 16:52:53 	tweet   	The Fake News Media is doing everything they can to crash the economy because they think that will be bad for me and my re-election. The problem they have is that the economy is way too strong and we will soon be winning big on Trade and everyone knows that including China!	1162044502292537344 
2019-08-15 19:29:19 	tweet   	Biden doesn’t have a clue! I will solve the China problem. https://t.co/v0sAoVEAoB                                      	1162083867697852416 
2019-08-15 19:53:52 	retweet 	RT @WhiteHouse: After @ICEgov recently removed illegal immigrants working at Koch Foods’ plants in Mississippi Americans are applying for…	1162090048277360642 
2019-08-15 19:57:28 	tweet   	Andrew thank you! We will never forgive or forget. https://t.co/giSOLlCckV                                              	1162090952170844164 
2019-08-15 19:59:07 	retweet 	RT @RealSaavedra: BREAKING: Alleged cop shooter in Philadelphia is a violent felon with previous gun convictions was not allowed to own gu…	1162091368178704384 
2019-08-15 20:05:31 	tweet   	Sadly much truth to this! https://t.co/KG9HNbyrZh                                                                       	1162092980460765185 
2019-08-15 20:14:16 	tweet   	“If they don’t get this Trade Deal with the U.S. done China could have it first recession (or worse!) in years. There’s disinvestment in China right now. Also the Fed is too tight (I agree).” Steve Moore Heritage Foundation	1162095183082729475 
2019-08-15 20:18:25 	tweet   	Walmart a great indicator as to how the U.S. is doing just released outstanding numbers. Our Country unlike others is doing great! Don’t let the Fake News convince you otherwise.	1162096224486510592 
2019-08-16 01:18:43 	tweet   	https://t.co/TCg6dLoIya                                                                                                 	1162171796709265408 
2019-08-16 01:33:22 	tweet   	Thank you New Hampshire. KEEP AMERICA GREAT! #KAG2020 https://t.co/fbU7YYsYyI                                           	1162175486560280577 
2019-08-16 02:52:05 	tweet   	Great news! Tonight we broke the all-time attendance record previously held by Elton John at #SNHUArena in Manchester New Hampshire! https://t.co/GHvFBkA2KZ	1162195296924946433 
2019-08-16 12:32:27 	retweet 	RT @RudyGiuliani: This is a tour de force which is equivalent to Reagan and Clinton but has much bigger audiences and he excites them much…	1162341349162700800 
2019-08-16 12:33:14 	retweet 	RT @RudyGiuliani: This is more than an hour before and it is as full as a playoff game for a rally for @realDonaldTrump. No one has ever go…	1162341544797593601 
2019-08-16 12:33:32 	retweet 	RT @RudyGiuliani: #Trump2020 rally in Manchester NH blows Biden and Dems away. https://t.co/nmZIhlfdzj                  	1162341621301698561 
2019-08-16 12:36:16 	tweet   	Thank you Rudy! https://t.co/u0InDTYA9f                                                                                 	1162342307741523970 
2019-08-16 12:43:08 	retweet 	RT @WhiteHouse: .@CBPArizona agents arrested a previously deported child rapist on Wednesday after he attempted to re-enter the United Stat…	1162344038311374849 
2019-08-16 12:44:17 	retweet 	RT @WhiteHouse: In September 2018 the unemployment rate in New Hampshire reached its LOWEST POINT since 1988 at 2.4—and remained there for…	1162344325881221121 
2019-08-16 12:47:23 	tweet   	A great evening with incredible people in New Hampshire! https://t.co/XvqQCgorIW                                        	1162345108072742912 
2019-08-16 12:50:56 	retweet 	RT @WhiteHouse: "Americans can do anything go anywhere and outperform anyone. Nobody can beat us. Nothing can stop us because winning…	1162345999949582336 
2019-08-16 15:57:04 	tweet   	Thank you to my good friend Chuck Canterbury for 16 years of service to the Fraternal Order of Police and our great men and women in blue. You are an incredible patriot!	1162392841093636096 
2019-08-16 15:58:36 	tweet   	Congratulations to Patrick Yoes for his election as National President of the great Fraternal Order of Police. Together we will fight for our incredible Law Enforcement Officers!	1162393227640606720 
2019-08-16 17:23:59 	tweet   	Senator Jim Risch of the Great State of Idaho has been an incredible supporter of our Agenda! He is tough on Crime Strong on Borders and will continue to fight for our Second Amendment. Jim will never let you down. He has my Full and Complete Endorsement!	1162414717505277952 
2019-08-16 20:54:56 	tweet   	https://t.co/fJPpaVmLUZ                                                                                                 	1162467802906861570 
2019-08-16 20:55:56 	tweet   	https://t.co/9WNq9PtnFY                                                                                                 	1162468054200139778 
2019-08-16 22:26:29 	tweet   	Israel was very respectful &amp; nice to Rep. Rashida Tlaib allowing her permission to visit her “grandmother.” As soon as she was granted permission she grandstanded &amp; loudly proclaimed she would not visit Israel. Could this possibly have been a setup? Israel acted appropriately!	1162490843619635201 
2019-08-16 22:37:39 	tweet   	Rep. Tlaib wrote a letter to Israeli officials desperately wanting to visit her grandmother. Permission was quickly granted whereupon Tlaib obnoxiously turned the approval down a complete setup. The only real winner here is Tlaib’s grandmother. She doesn’t have to see her now!	1162493654432460801 
2019-08-16 22:43:04 	tweet   	Like it or not Tlaib and Omar are fast becoming the face of the Democrat Party. Cortez (AOC) is fuming not happy about this!	1162495014037049346 
2019-08-16 22:48:43 	retweet 	RT @WhiteHouse: American industry is soaring and factory floors across the country are coming back to life thanks to President @realDonald…	1162496439223824384 
2019-08-16 22:52:54 	tweet   	I donate 100% of my President’s salary $400000 back to our Country and feel very good about it! https://t.co/cX8Op2qyw7 	1162497489225883655 
2019-08-16 22:54:59 	retweet 	RT @realDonaldTrump: https://t.co/fJPpaVmLUZ                                                                            	1162498013564145664 
2019-08-16 22:55:02 	retweet 	RT @realDonaldTrump: https://t.co/9WNq9PtnFY                                                                            	1162498027317276674 
2019-08-16 22:58:44 	tweet   	Just completed a very good meeting on Afghanistan. Many on the opposite side of this 19 year war and us are looking to make a deal - if possible!	1162498956917706754 
2019-08-16 23:04:19 	tweet   	Having dinner tonight with Tim Cook of Apple. They will be spending vast sums of money in the U.S. Great!               	1162500362810642437 
2019-08-17 02:43:30 	tweet   	Great time in New Hampshire last night. Placed was maxed out totally packed with thousands coming to the arena floor at start. Thousands more outside that were not allowed in per code. Energy was really great to see. We will win New Hampshire in 2020!	1162555521855107072 
2019-08-17 02:44:52 	tweet   	Look at the tremendous overflow at packed arena in New Hampshire last night. Sorry we couldn’t get you in will be back soon! https://t.co/Rvd2TeJrpo	1162555865351761920 
2019-08-17 03:11:06 	tweet   	Biggest crowd EVER according to Arena people. Thousands outside trying to get in. Place was packed! Radical Left Dems &amp; their Partner LameStream Media saying Arena empty. Check out pictures. Fake News. The Enemy of the People! https://t.co/KkZWspM93a	1162562469283471360 
2019-08-17 12:37:15 	retweet 	RT @DanScavino: Soooo much love in Ocean City Maryland! ThankU! #KAG2020🇺🇸 https://t.co/TnJt34ANiK                      	1162704945273016322 
2019-08-17 14:04:19 	tweet   	Major consideration is being given to naming ANTIFA an “ORGANIZATION OF TERROR.” Portland is being watched very closely. Hopefully the Mayor will be able to properly do his job!	1162726857231544320 
2019-08-17 21:39:11 	retweet 	RT @TeamTrump: From Daily Mail:NH fire marshal: @realDonaldTrump DID smash Elton John’s arena attendance record https://t.co/COr06HUrrw	1162841327027019782 
2019-08-17 21:39:18 	retweet 	RT @TeamTrump: MUST WATCH:Massive overflow crowd outside of @realDonaldTrump's rally in New Hampshire chants "Four More Years!" &amp; "USA!"…	1162841356928258048 
2019-08-17 21:47:19 	retweet 	RT @MariaBartiromo: The Justice Department must investigate Glenn Simpson the head of opposition-research firm Fusion GPS writes @KimStra…	1162843374061314048 
2019-08-17 21:47:38 	tweet   	Thank you to @SaraCarterDC. A great and legitimate reporter as opposed to those at the Failing New York Times! https://t.co/oM7vEvt9xO	1162843453794988033 
2019-08-17 21:48:34 	retweet 	RT @WhiteHouse: Thanks to President @realDonaldTrump we're the first country with comprehensive legislation on women's leadership in polit…	1162843688487309312 
2019-08-17 21:49:46 	tweet   	The Fake News Media HATES to see this! https://t.co/VMgyggOQ3Q                                                          	1162843990061961216 
2019-08-17 21:51:33 	retweet 	RT @tashlutsa: @CLewandowski_ I was there and it was such an incredible experience!! I was lucky to get all th way to the front 🇺🇸❤️🇺🇸❤️🇺🇸	1162844440207220737 
2019-08-17 21:52:24 	retweet 	RT @narrow_p: @CLewandowski_ I love this president!                                                                     	1162844651734360064 
2019-08-17 21:53:41 	retweet 	RT @AZTrumplican: @philochsghost @CLewandowski_ We care because the news would have us think he has no support and that Joe Biden is leadin…	1162844976948101128 
2019-08-17 21:54:44 	tweet   	Thank you! https://t.co/tG32CxB1LQ                                                                                      	1162845240367169542 
2019-08-17 21:54:52 	retweet 	RT @NewSchug: @CLewandowski_ Greatest President in my lifetime!!!                                                       	1162845274290708481 
2019-08-17 21:55:15 	retweet 	RT @TopDogB24: @CLewandowski_ @realDonaldTrump the best President in history!                                           	1162845371275591681 
2019-08-17 21:55:27 	retweet 	RT @JTP236: @CLewandowski_ It was a GREAT rally!! The energy Trump brought was ELECTRIC! Felt like i was at a Beatles concert!! Love my Pre…	1162845420852301826 
2019-08-17 21:55:34 	retweet 	RT @SamerBarhamS: @CLewandowski_ I love this president @realDonaldTrump                                                 	1162845450707374080 
2019-08-17 21:58:03 	retweet 	RT @Lrihendry: @realDonaldTrump They are eaten alive by hate for our President &amp; his voters! They care more about illegal immigrants than…	1162846076187172866 
2019-08-17 21:59:44 	retweet 	RT @ByronYork: Question raised by leaked New York Times transcript plus rollout of 1619 project: Should the public still view the Times as…	1162846496997412865 
2019-08-17 21:59:51 	retweet 	RT @ChristieC733: I’m hearing some Republicans pundits say we should “move on” from the #MullerReport in order to heal the nation...I di…	1162846528563818497 
2019-08-17 22:01:25 	retweet 	RT @charliekirk11: Do the math:At the most the Wall will cost $20 billionIllegals cost US taxpayers $165 billion a year 	1162846920928350209 
2019-08-17 22:01:45 	retweet 	RT @dbongino: Everywhere the group ANTIFA (Anti-First Amendment) goes violence and chaos follows. This is a violent anti-civil liberties…	1162847005544243200 
2019-08-17 22:02:17 	retweet 	RT @thebradfordfile: America --Get ready for a campaign the likes of which has never been seen in American history. President @realDona…	1162847141301293061 
2019-08-17 22:03:57 	retweet 	RT @steph93065: In 2016 Trump voters were DeplorableIn 2017 Trump voters were RussiansIn 2018 Trump voters were NazisIn 2019 Trum…	1162847560391897088 
2019-08-17 22:06:08 	retweet 	RT @twytter14: @tashlutsa @realDonaldTrump @CLewandowski_ Winning!!!!                                                   	1162848110118354944 
2019-08-17 22:08:26 	tweet   	Such a disgrace at the once great @nytimes! https://t.co/UKjP6AU0hz                                                     	1162848686797414400 
2019-08-17 22:11:37 	retweet 	RT @FullMeasureNews: Sunday on Full Measure: Claims of media bias aren’t new but they are heightened. What will this mean for the 2020 ele…	1162849487884300289 
2019-08-17 22:12:04 	retweet 	RT @cleared37Joseph: SAVED 🇺🇸&amp;🌍Peace &amp; Prosperity @realDonaldTrump OUR / WE🇺🇸45th 🇺🇸@POTUS W/ @FLOTUS &amp; Family Sacrificed Wealth Health Saf…	1162849601017323526 
2019-08-17 22:14:09 	retweet 	RT @SharylAttkisson: From what I can tell he was not there it was a campaign event and protest. https://t.co/MGlIIAEFBT 	1162850126366412800 
2019-08-17 22:14:36 	retweet 	RT @FullMeasureNews: Coming up this Sunday on Full Measure - the media's "huge credibility problem" #mediamiss https://t.co/3f1YiFarg6	1162850237968506880 
2019-08-17 22:15:53 	retweet 	RT @SharylAttkisson: I read that Trump rally was rambling/half-empty. I also read the opposite. I like to watch candidates' rallies myself…	1162850561819103233 
2019-08-17 22:17:59 	retweet 	RT @realDonaldTrump: https://t.co/JDS4zVfyBe                                                                            	1162851091987488774 
2019-08-18 12:22:55 	tweet   	The Failing New York Times in one of the most devastating portrayals of bad journalism in history got caught by a leaker that they are shifting  from their Phony Russian Collusion Narrative (the Mueller Report &amp; his testimony were a total disaster) to a Racism Witch Hunt.....	1163063723952676864 
2019-08-18 12:22:56 	tweet   	.....”Journalism” has reached a new low in the history of our Country. It is nothing more than an evil propaganda machine for the Democrat Party. The reporting is so false biased and evil that it has now become a very sick joke...But the public is aware! #CROOKEDJOURNALISM	1163063728218263552 
2019-08-18 12:26:09 	tweet   	With all that this Administration has accomplished think what my Poll Numbers would be if we had an honest Media which we do not!	1163064539837022209 
2019-08-18 12:34:53 	tweet   	MAKE AMERICA GREAT AGAIN!                                                                                               	1163066735588720640 
2019-08-18 18:23:19 	retweet 	RT @CLewandowski_: Lewandowski on potential NH Senate run: If I run 'I'm going to win' | TheHill https://t.co/NSsEvmtNgR	1163154424719695873 
2019-08-18 18:24:28 	retweet 	RT @MariaBartiromo: .@LindseyGrahamSC Sen. Graham: The dream of every leftist is to have a liberal court enacting laws from the bench https…	1163154713858191360 
2019-08-18 18:24:39 	retweet 	RT @MariaBartiromo: Lindsey Graham on IG investigation into Russia probe: I want the American people to see what happened https://t.co/gM0y…	1163154758254899206 
2019-08-18 18:25:31 	tweet   	Doing really well! https://t.co/UndcviEiML                                                                              	1163154977684172800 
2019-08-18 18:27:56 	tweet   	We are doing very well with China and talking!                                                                          	1163155586797723648 
2019-08-18 19:15:55 	tweet   	Juan Williams at @FoxNews is so pathetic and yet when he met me in the Fox Building lobby he couldn’t have been nicer as he asked me to take a picture of him and me for his family. Yet he is always nasty and wrong!	1163167660764532736 
2019-08-18 19:24:09 	tweet   	Our economy is the best in the world by far. Lowest unemployment ever within almost all categories. Poised for big growth after trade deals are completed. Import prices down China eating Tariffs. Helping targeted Farmers from big Tariff money coming in. Great future for USA!	1163169730477395968 
2019-08-18 22:03:17 	tweet   	House Democrats want to take action against Israel because it is fighting back against two (maybe four) people that have said unthinkably bad things about it &amp; the Israeli people. Dems have such disdain for Israel! What happened? AOC Plus 4 is the new face of the Democrat Party!	1163209779533287424 
2019-08-18 22:50:25 	tweet   	Thank you @TedCruz I couldn’t agree more! https://t.co/MGq0xXin0s                                                       	1163221640915931138 
2019-08-18 23:57:55 	tweet   	The New York Times will be out of business soon after I leave office hopefully in 6 years. They have Zero credibility and are losing a fortune even now especially after their massive unfunded liability. I’m fairly certain they’ll endorse me just to keep it all going!	1163238629730373632 
2019-08-19 03:17:05 	retweet 	RT @MariaBartiromo: Trump rarely uses racial categories. It is the media and Democratic leaders who routinely issue race-based denunciation…	1163288751851921409 
