source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
TweetDeck,It's not a coincidence that white supremacists proudly support Trump. https://t.co/3OX4I1GSkr,08-25-2016 22:11:54,2727,5948,false,768933949217312768
TweetDeck,Trump asked what the African American community has to lose by voting for him. @MarlonDMarshall's response: https://t.co/ZJtX7d49bM,08-25-2016 21:06:31,1353,2850,false,768917494568460293
TweetDeck,@Lesdoggg no one deserves this—least of all someone who brings us so much joy. I'm with you. -H,08-25-2016 20:38:47,7711,26962,false,768910514688815105
TweetDeck,Trump says he wants to "make America great again" but his real message remains “make America hate again.” https://t.co/7u3h7PSIXZ,08-25-2016 20:01:17,2229,5108,false,768901080482734081
TweetDeck,RT @TheBriefing2016: Let this sink in. To hate groups Trump's language doesn't come across as coded. https://t.co/oHFFVRgGG5,08-25-2016 19:52:41,1363,0,true,768898916473503744
TweetDeck,This election is too important for anyone to sit out.Text JOIN to 47246 or go to https://t.co/L7Dd6Uu8yR. Let’s go win this together.,08-25-2016 19:42:53,1193,2729,false,768896448629014532
TweetDeck,Our rising generation of young Americans is the most open diverse and connected we’ve ever seen.,08-25-2016 19:41:57,1304,3678,false,768896213454299137
TweetDeck,"Every day more Americans are standing up and saying 'enough is enough'—including a lot of Republicans. I’m honored to have their support.",08-25-2016 19:40:51,1211,3369,false,768895938320601088
TweetDeck,In 2008 John McCain told his own supporters that Barack Obama is an American citizen and "a decent person.",08-25-2016 19:40:24,1193,3360,false,768895824390660097
TweetDeck,The week after 9/11 George W. Bush went to a mosque and declared for everyone to hear that Muslims 'love America just as much as I do.',08-25-2016 19:39:42,1136,2394,false,768895648099921920
TweetDeck,20 years ago when Bob Dole accepted the Republican nomination he pointed to the exits and told any racists in the Party to get out.,08-25-2016 19:39:16,3106,9610,false,768895538267906053
TweetDeck,There’s an old Mexican proverb that says “Tell me with whom you walk and I will tell you who you are.”We know who Trump is.,08-25-2016 19:36:38,12205,19171,false,768894878105427968
TweetDeck,A fringe element has effectively taken over Trump’s campaign and the Republican Party. https://t.co/vJNBtpjpde,08-25-2016 19:34:30,1384,2495,false,768894337518370818
TweetDeck,Trump hired the head of Breitbart "News" to be CEO of his campaign. Here's a sample of their work: https://t.co/y8loOnkbNu,08-25-2016 19:32:25,12737,15978,false,768893816053071872
TweetDeck,Trump likes to say he only hires the "best people" but he’s had to fire so many campaign managers it’s like an episode of the Apprentice.,08-25-2016 19:31:25,5905,16901,false,768893565095280641
TweetDeck,Trump would ban every Muslim around the world—1.5 billion men women and children—from entering the U.S. just because of their religion.,08-25-2016 19:30:37,1888,4953,false,768893360702648321
TweetDeck,Trump would abolish this bedrock constitutional principle: if you’re born in the U.S. you’re an American citizen. https://t.co/JYJqHhMjsK,08-25-2016 19:29:58,1187,2216,false,768893199016427520
TweetDeck,Trump would form an armed deportation force to round up millions of immigrants and kick them out of the country. https://t.co/UNOvmzzaDO,08-25-2016 19:29:21,988,1949,false,768893044229869569
TweetDeck,Look at the policies Trump has proposed—they would put prejudice into practice. https://t.co/2AJqkb8JUs,08-25-2016 19:28:36,736,1584,false,768892856559894528
TweetDeck,Donald Trump is temperamentally unfit to be president of the United States.,08-25-2016 19:28:07,1769,4851,false,768892730785267713
TweetDeck,Someone as detached from reality as Donald Trump should never be in charge of making decisions that are as real as they come.,08-25-2016 19:27:23,1790,5317,false,768892546470801408
TweetDeck,Trump suggested that Ted Cruz’s father was involved in the Kennedy assassination.Of course there’s absolutely no evidence of that.,08-25-2016 19:26:50,1111,3849,false,768892408167821317
TweetDeck,Trump claimed that thousands of American Muslims in New Jersey cheered the 9/11 attacks.They didn’t. https://t.co/mrFBlDza6y,08-25-2016 19:25:59,948,2083,false,768892197899014144
TweetDeck,When Donald Trump was asked about anti-Semitic slurs and death threats coming from his supporters he refused to condemn them.,08-25-2016 19:25:58,1368,3318,false,768892190248542208
TweetDeck,Trump refused to disavow the support of David Duke a notorious former leader of the Ku Klux Klan. https://t.co/PD8bNwuS3c,08-25-2016 19:24:53,2304,4072,false,768891920731017216
TweetDeck,Trump famously posted an anti-Semitic graphic that first appeared on a white supremacist website. https://t.co/JgH87OylQC,08-25-2016 19:24:06,820,1667,false,768891722680197124
TweetDeck,Trump retweets white supremacists. He took a fringe bigot and spread his message to 11 million people. https://t.co/dEv9EdvXtJ,08-25-2016 19:23:33,1207,2264,false,768891585459355648
TweetDeck,If Donald Trump doesn’t respect all Americans how can he serve all Americans? https://t.co/Sp8nKxlocd,08-25-2016 19:23:08,1361,2941,false,768891478747873280
TweetDeck,In 2015 Trump launched his own campaign for president by describing Mexican immigrants as rapists and criminals. https://t.co/uSSd7XigYp,08-25-2016 19:22:22,1823,3122,false,768891287303032833
Twitter Web Client,Trump first gained political prominence promoting the racist lie that President Obama isn’t really an American. https://t.co/WPM1I9PPN3,08-25-2016 19:21:01,2900,4690,false,768890947228663808
TweetDeck,State regulators fined one of Trump’s casinos for repeatedly removing black dealers from the floor.,08-25-2016 19:20:05,1086,1876,false,768890710120656896
TweetDeck,When Trump was getting his start in business he was sued by the Justice Dept. for refusing to rent apartments to black and Latino tenants.,08-25-2016 19:19:37,3397,6598,false,768890594538164224
TweetDeck,Trump is reinforcing harmful stereotypes and offering a dog whistle to his most hateful supporters.,08-25-2016 19:17:26,1095,2837,false,768890043448647680
TweetDeck,Donald Trump has built his campaign on prejudice and paranoia. He’s taking hate groups mainstream.,08-25-2016 19:15:55,1384,3285,false,768889661397864449
TweetDeck,"Everywhere I go people tell me how concerned they are by the divisive rhetoric coming from my opponent in this election." —Hillary,08-25-2016 19:15:29,1070,3694,false,768889555072249856
TweetDeck,Live from Reno: Hillary discusses why @realDonaldTrump's divisive rhetoric is so dangerous to our future → https://t.co/ha9uCsizby,08-25-2016 19:14:32,569,1468,false,768889314889633792
TweetDeck,Longtime Ku Klux Klan leader David Duke supports Donald Trump because they share so many of the same values. https://t.co/XuXznBEslA,08-25-2016 19:01:58,3217,5751,false,768886152329830400
TweetDeck,America has a lot to lose by electing Trump. But there’s one group in particular who has everything to gain. https://t.co/A6DFHnMOjd,08-25-2016 18:27:51,1436,2879,false,768877567285850112
TweetDeck,Why do so many Ku Klux Klan members support Trump?"A lot of what he believes we believe in." https://t.co/AqB3DLKL9f,08-25-2016 17:34:22,5388,6802,false,768864106656956420
TweetDeck,Thank you to the Orlando Health and Florida Hospital for showing empathy and kindness in the face of hate. -H https://t.co/2RODu7Y5bn,08-25-2016 15:19:57,2744,8063,false,768830280585052160
Twitter Web Client,There's a reason the most hateful fringe of the right wing is supporting Donald Trump.https://t.co/AqB3DM2m0N,08-25-2016 14:51:17,11762,14862,false,768823064033308673
TweetDeck,RT @johnpodesta: America's best idea 100 years ago is still our best idea today. Happy birthday to the @NatlParkService. #NPS100 https://t.…,08-25-2016 14:01:32,2494,0,true,768810545688567808
TweetDeck,"He is taking a hate movement mainstream. He has brought it into his campaign." —Hillary to @andersoncooper on Trump,08-25-2016 01:49:04,3178,7497,false,768626213015478277
Twitter for iPhone,RT @HFA: What's your volunteer personality type? Take our quiz for personalized recommendations on how to help elect Hillary: https://t.co/…,08-25-2016 00:21:48,520,0,true,768604250955997184
TweetDeck,8 things you can do *today* to help elect Hillary: https://t.co/fFpvl62RMB,08-24-2016 23:10:03,1015,2210,false,768586198294073344
TweetDeck,FACT: The @ClintonFdn helps 11.5 million people with HIV/AIDS worldwide get their medication. https://t.co/wMAHC4u5RB,08-24-2016 22:03:08,5243,10414,false,768569354959065088
TweetDeck,RT @sarajacobs89: .@hillaryclinton announced a new public health fund to fight pandemics like Zika and keep American families safe https://…,08-24-2016 21:02:26,841,0,true,768554081476632577
TweetDeck,Thinking about the people of both Italy and Myanmar as they respond to today's earthquakes. My heart goes out to the victims’ families. -H,08-24-2016 20:05:45,2986,12259,false,768539813913985024
TweetDeck,Indiana organizer Hillary Rodham in 1976. Join her team: https://t.co/lJ4B5ZA92K https://t.co/cKu4LUhwzQ,08-24-2016 19:53:37,1386,5081,false,768536760662056960
TweetDeck,RT @PaulBegala: Before @ClintinFdn 200K people with HIV AIDS in poor countries got lifesaving anti-retroviral meds. Because of @ClintonFdn…,08-24-2016 18:31:53,3928,0,true,768516194727002112
TweetDeck,EpiPens can be the difference between life and death. There's no justification for these price hikes. https://t.co/O6RbVR6Qim -H,08-24-2016 18:02:14,3895,9882,false,768508732623970304
TweetDeck,A message from Hillary to young women everywhere: https://t.co/6xfdyQ3H4Y https://t.co/eEOcd3VsXi,08-24-2016 15:35:50,1694,4316,false,768471887903096833
TweetDeck,It's HFA Volunteer Day and we're looking for 50000 volunteers. Help us get there—find your friends on Facebook: https://t.co/ggUNnLHE4B,08-24-2016 13:05:20,848,2047,false,768434015888179200
TweetDeck,RT @timkaine: We're going to fight for the ACA so kids like Jude aren't ever turned away because of a pre-existing condition.https://t.co/…,08-24-2016 11:58:47,1596,0,true,768417267516399616
Twitter Web Client,"No matter how daunting the odds she never—ever—quits. That is the Hillary I know." —@POTUShttps://t.co/2EpcMtnTXR,08-24-2016 01:22:19,3490,10264,false,768257096290742272
TweetDeck,RT @jtimberlake: Look WHO DID come over for lunch... Wow. #ImWithHer https://t.co/1pX4V4mUxq,08-24-2016 00:07:01,9765,0,true,768238143669669888
TweetDeck,Why would we give Trump's family a $4 billion tax cut when we could use that money to fix 8000 bridges? https://t.co/fwD8O8o7eS,08-23-2016 22:41:04,4250,9709,false,768216514713513984
TweetDeck,RT @USPS: This fall USPS will honor joyous Hindu Festival of #Diwali with a Forever® stamp! https://t.co/ahplXrlp5s https://t.co/XadduwKYok,08-23-2016 21:39:54,839,0,true,768201120133046272
TweetDeck,The gender wage gap is even wider for women of color.It's time to ensure equal pay. #BlackWomensEqualPay https://t.co/CLRq4Qq4iZ,08-23-2016 20:10:42,2429,5392,false,768178673316990976
Twitter for iPhone,RT @MariaTCardona: David Duke’s show cheers Trump-Breitbart merger: “We appear to have taken over the Republican Party” https://t.co/uKQglN…,08-23-2016 19:36:47,1584,0,true,768170138302423040
TweetDeck,RT @WhiteHouse: "What I want the people of Louisiana to know is this—you’re not alone."—@POTUS in Baton Rouge: https://t.co/6Uet2HpPXI #LAf…,08-23-2016 18:11:19,657,0,true,768148628158443520
TweetDeck,Small businesses are the backbone of our economy. We should focus on supporting them—not stiffing them. https://t.co/mHmnin9sOR,08-23-2016 17:50:20,1449,4106,false,768143350516023296
TweetDeck,RT @Hillary_esp: Escuchamos claramente los comentarios de Trump demonizando a los inmigrantes la primera vez la segunda tercera...https:…,08-23-2016 15:28:11,3194,0,true,768107576303218688
TweetDeck,On average it takes black women until today to catch up to white men's 2015 earnings. Time to close the pay gap. https://t.co/5eYBD4Y7Mr,08-23-2016 15:03:18,3344,7579,false,768101311741038592
TweetDeck,RT @rhettbuttle: When it comes to #smallbiz it's personal for @HillaryClinton. Lessons from her dad help inspire plan: https://t.co/2sCxRg…,08-23-2016 14:52:48,543,0,true,768098669316931584
Twitter Web Client,We heard Trump's demonizing comments on immigrants loud and clear the first time. And the second third fourth ...https://t.co/uSSd7X0FzP,08-23-2016 13:59:31,4206,7141,false,768085260542152704
TweetDeck,Tune in to watch Hillary on @JimmyKimmelLive 11:35 ET/10:35 CT. https://t.co/drQevoF879,08-23-2016 03:17:35,1127,4846,false,767923716038750208
TweetDeck,Donald Trump's economic plan is rigged so rich people like him get tax cuts at the expense of everybody else. https://t.co/D0oOe5TVHC,08-23-2016 02:56:42,3194,6250,false,767918458612875264
TweetDeck,RT @timkaine: You can't have the best military unless folks pay their fair share in taxes Donald. https://t.co/zfwqXwNLJj,08-23-2016 02:19:34,3952,0,true,767909112285913088
TweetDeck,Have a beer with @TimKaine in the second episode of With Her the official campaign podcast. Listen here: https://t.co/3B2EmKpQ1M,08-23-2016 02:03:13,735,2529,false,767904999590522880
TweetDeck,The stories behind some of the history-making women of @TeamUSA. https://t.co/S61LuCyMje https://t.co/dybz3cAJsg,08-23-2016 01:05:18,1659,4891,false,767890423188746241
TweetDeck,“If I have the opportunity I’ll do whatever I can to make things a little easier for you." —Hillary to young women https://t.co/6xfdyQ3H4Y,08-22-2016 23:23:21,1972,5727,false,767864768166240256
TweetDeck,Cheryl lost her husband in Iraq. Then Trump's company targeted her and scammed her out of $35000. https://t.co/Wjz6zohMIT,08-22-2016 21:58:02,2991,4447,false,767843298279038978
TweetDeck,In times of crisis America depends on steady leadership clear thinking and calm judgment. https://t.co/Tpo3Sp7Ri1,08-22-2016 20:56:15,2806,6467,false,767827749063057409
TweetDeck,RT @Refinery29: Read more of @HillaryClinton's message to young women here: https://t.co/HSlUR8bI6n https://t.co/awSbJQzkC6,08-22-2016 20:08:07,921,0,true,767815635334299653
TweetDeck,RT @HillaryforMI: Michigan is on the front lines of a manufacturing renaissance. Hillary saw it herself at Futuramics in Warren. https://t.…,08-22-2016 18:57:34,574,0,true,767797881868849152
TweetDeck,RT @mpshapiro: Trump's new "King of Debt" tax shelter means negative tax rates - meaning taxpayers pay him for high-debt projects: https://…,08-22-2016 18:12:50,558,0,true,767786623685787649
TweetDeck,.@TimKaine takes the mic in the latest episode of With Her the official campaign podcast. Subscribe &amp; listen here: https://t.co/IIzDVOt3r4,08-22-2016 17:01:25,625,1721,false,767768650942218240
Twitter Web Client,One wrong move can be the difference between life and death when you're president.https://t.co/Tpo3Spps9z,08-22-2016 16:17:49,4014,8487,false,767757680316342273
TweetDeck,The best way to help Louisianans affected by terrible flooding is to make sure they have the resources they need: https://t.co/lVjQXLZnV8,08-22-2016 14:32:03,1467,4037,false,767731061103157248
TweetDeck,"Everything I say I'm going to do folks I do." —@realDonaldTrumpHere's why that's a disaster for our economy: https://t.co/KYzPrHnMHv,08-22-2016 13:00:46,1126,2728,false,767708089504194560
TweetDeck,This week Donald Trump made a shockingly ignorant pitch to African American voters. https://t.co/acxeolbsuv,08-22-2016 02:03:32,2006,4622,false,767542690825269248
TweetDeck,“Her mastery of issues and detail is unlike any politician I’ve met." —@WIRED's editor-in-chief on Hillary https://t.co/GcA4lJiLbb,08-21-2016 23:04:46,2696,6821,false,767497704591257604
Twitter Web Client,Hillary met with Miami doctors to discuss the public health challenge of treating and preventing Zika.https://t.co/kYPvsWiMDq,08-21-2016 21:09:32,3149,7605,false,767468704317661184
TweetDeck,RT @TheBriefing2016: Donald Trump claims he surrounds himself with the greatest people. Check out his choice for campaign chief. https://t.…,08-21-2016 20:35:34,1845,0,true,767460155151814656
TweetDeck,Congrats to Flint Michigan's @ClaressaShields on her second Olympic gold medal for @TeamUSA. https://t.co/u2RA7GoDiy,08-21-2016 18:52:11,2618,8959,false,767434140497084416
TweetDeck,Donald Trump’s new message to African American voters isn’t just inaccurate. It’s outrageous. https://t.co/gozfbXa6Uw,08-21-2016 18:11:05,2141,4505,false,767423795854471168
Twitter Web Client,If you were president how would you spend $4 billion?  (One guess as to Trump's answer: https://t.co/9wj6zlbB7j),08-21-2016 16:28:13,1269,2370,false,767397907473502208
TweetDeck,There is so much more that unites us than divides us. That's why we're the greatest country on Earth. https://t.co/6uZVP0tjK9,08-21-2016 14:21:58,5019,17606,false,767366136824467456
TweetDeck,This lifelong Republican wrote a letter to his daughter about why he's voting for Hillary this November: https://t.co/iqmnZaR7xN,08-21-2016 13:37:31,2531,5784,false,767354949613346816
TweetDeck,It's too late now to say sorry Donald. https://t.co/TWj7QwEfVh,08-21-2016 02:17:56,6144,11439,false,767183928344059904
TweetDeck,If you dream it you should be able to build it. https://t.co/uArcPunfFy https://t.co/qKg0MOHVBv,08-20-2016 23:02:28,1206,4078,false,767134737257332737
TweetDeck,This choice is pretty straightforward. https://t.co/8D3Og1UM14 https://t.co/1pbwefsVLy,08-20-2016 22:17:50,1571,3864,false,767123506148630528
TweetDeck,Donald Trump has shown us who he is. We should believe him. https://t.co/TWj7QwEfVh,08-20-2016 21:03:50,4443,8100,false,767104881253548034
TweetDeck,Trump’s tax plan could give his own family a $4 billion tax break. Here's what we could do with that money instead: https://t.co/89rNgjYcGk,08-20-2016 19:14:54,2503,5146,false,767077465797918723
TweetDeck,RT @Deadspin: "We don't win anymore." https://t.co/opLEssKAxA,08-20-2016 18:44:05,4262,0,true,767069710903115778
TweetDeck,Let's send Donald Trump a message in November: We're not going back. https://t.co/85ovKr3y2x,08-20-2016 17:12:16,3892,11473,false,767046604041912320
Twitter Web Client,"I don't regret anything." —Donald Trump August 2 2016https://t.co/TWj7QwVQMP,08-20-2016 14:37:12,4735,7360,false,767007582556786688
TweetDeck,This week Donald Trump suddenly tried to claim that he has some "regrets." About that... https://t.co/6Igq6bOIZG,08-20-2016 14:03:11,1456,3893,false,766999021537878016
TweetDeck,Trump says he hires the best people. This is what he means: https://t.co/FvCVcmLLCY,08-20-2016 02:05:02,1804,3586,false,766818291344113664
TweetDeck,RT @MarlonDMarshall: Trump painting the entire African American community as living in poverty with no jobs shows he's completely out of to…,08-19-2016 23:45:16,4345,0,true,766783120167280640
TweetDeck,RT @MarlonDMarshall: Trump questions the citizenship of the first black president courts white supremacists and has been sued for housing…,08-19-2016 23:45:01,3397,0,true,766783055721852936
TweetDeck,RT @MarlonDMarshall: Donald Trump asks what the African American community has to lose by voting for him. The answer: everything.,08-19-2016 23:44:49,5371,0,true,766783004379348996
TweetDeck,RT @mayaharris_: There are no words.  https://t.co/xTSh2R1v6M,08-19-2016 23:35:08,1239,0,true,766780569887834113
TweetDeck,This is so ignorant it’s staggering. https://t.co/t2fZl9sqKs,08-19-2016 23:19:07,9216,17013,false,766776538679443456
TweetDeck,When the IOC introduced women's wrestling in 2004 @Helen_Maroulis dreamed of gold. Yesterday that dream came true. https://t.co/ZvyuQYK36v,08-19-2016 22:01:52,1794,7673,false,766757098592079872
Twitter Web Client,RT @rosenbergerlm: When bombs rain down they rush in. Inspired by the White Helmets &amp; others helping those in need worldwide.  #WHD https:…,08-19-2016 21:30:34,668,0,true,766749220590219265
Twitter Web Client,So who exactly is advising Trump on foreign policy? https://t.co/OVMdxGT736,08-19-2016 21:00:07,2401,4223,false,766741559278698496
TweetDeck,Today is @BillClinton's birthday! It's not too late to sign his card here: https://t.co/30Uxor2066,08-19-2016 20:16:31,823,3894,false,766730585087893505
Twitter Web Client,Why do Trump and Putin keep saying all the same things? (Hint: It's not Manafort.)https://t.co/OVMdxHaHUE,08-19-2016 18:49:37,4400,7442,false,766708716263526400
TweetDeck,The flooding in Louisiana is worse than anyone expected and they need our support. Here's how you can help: https://t.co/nihT10OvRk,08-19-2016 16:53:51,3362,6020,false,766679583890497536
TweetDeck,RT @MaddowBlog: Clinton and Trump are confirmed to participate in a "Commander-in-chief" forum with @IAVA on @MSNBC September 7th https://t…,08-19-2016 14:50:03,1322,0,true,766648426801029125
TweetDeck,45 years later I couldn’t be happier to have you by my side. Happy birthday Bill! -H https://t.co/KDhgLsNr7K,08-19-2016 14:24:43,8465,47295,false,766642051844800512
TweetDeck,Priorities. https://t.co/vcpYClUtxw https://t.co/H9ULZ9f9Hg,08-19-2016 01:31:27,1480,3760,false,766447454057295872
TweetDeck,RT @AndraDayMusic: I was honored to be a part of history at the DNC. Hillary Clinton is an inspiration for women everywhere.https://t.co/E…,08-19-2016 01:00:01,1261,0,true,766439543281156096
TweetDeck,RT @mayaharris_: Hillary’s college plan will bring about a long-awaited transformation of higher education in America. Here's how: https://…,08-19-2016 00:14:50,936,0,true,766428172615290880
TweetDeck,RT @sarajacobs89: News from Miami Beach highlighting urgency of the Zika crisis a public health emergency. Congress needs to act now. http…,08-18-2016 23:55:22,508,0,true,766423274226085892
Twitter Web Client,Congrats to @usatf's @Bri_Rollin @ItsPooda and @KristiHollywood on their historic podium sweep last night. https://t.co/K0vkob8BOc,08-18-2016 23:15:19,845,3616,false,766413193216401408
TweetDeck,Glad to see that the Justice Department is ending the use of private prisons. This is the right step forward. -H https://t.co/5IxHvGULtR,08-18-2016 22:36:26,3163,10678,false,766403410090483712
TweetDeck,RT @meredeetch: Even after the 19th was ratified women of color battled to get to vote. #RosanellEaton had to take a literacy test. https:…,08-18-2016 21:53:33,883,0,true,766392618712461312
TweetDeck,Donald Trump wants to eliminate the estate tax. Doing so could save his family $4 billion and 99.8% of families $0. https://t.co/iEjXi24GGR,08-18-2016 21:26:20,4319,9468,false,766385768516419584
Twitter Web Client,Donald Trump promised to release his tax returns if he ran for office. Now? "It's none of your business."https://t.co/ihL7TlW0Xh,08-18-2016 19:18:50,5603,9404,false,766353681885212672
TweetDeck,RT @timkaine: Hillary's first job was fighting for social justice at @ChildDefender—it's one of the things I admire most about her https://…,08-18-2016 18:27:13,1668,0,true,766340692071383040
TweetDeck,"@Wired sees only one person running for president who can do the job: Hillary Clinton." https://t.co/SQ7hsOaHyl,08-18-2016 17:57:03,1504,4293,false,766333101203197953
TweetDeck,Don't waste it. Make sure you're registered to vote: https://t.co/tTgeqy51PU https://t.co/XA0iPATVmR,08-18-2016 16:55:17,1641,3109,false,766317555631861760
TweetDeck,Donald Trump's plan: a multi-billion dollar tax cut for himself and the wealthiest Americans https://t.co/he2KkNcaMm,08-18-2016 15:56:05,1192,2500,false,766302658592399360
TweetDeck,We know that giving millionaires huge tax breaks doesn't help our economy. So why would we try it again Donald? https://t.co/Js7FhLOZxW,08-18-2016 15:01:59,4080,11781,false,766289045144109056
TweetDeck,Does Trump actually pay his fair share in taxes? Until he releases his tax returns voters won't know for sure. https://t.co/UrZYsUo712,08-18-2016 13:00:49,2290,5048,false,766258549634785280
Twitter for iPhone,RT @WIRED: .@HillaryClinton is the best choice for president of the United States: https://t.co/PhRr4uzByZ https://t.co/9884WcdFhP,08-18-2016 12:03:17,1231,0,true,766244071975387136
TweetDeck,At the 1988 Olympic games Jackie Joyner-Kersee became the first woman to win gold in the long jump for @TeamUSA. https://t.co/SM21RY7QWn,08-18-2016 01:58:50,1419,6351,false,766091955898023936
TweetDeck,Let’s make sure it does on Election Day → https://t.co/iWKBOE1i18 https://t.co/41ebkLl4pb,08-18-2016 01:00:21,2106,6325,false,766077240438382597
TweetDeck,Trump is running a cynical campaign of hate and fear and he's got a new campaign chief to match. https://t.co/wSgKlxxebU,08-18-2016 00:12:37,4555,9059,false,766065224717918208
TweetDeck,Donald Trump just hired the head of an extreme right-wing "news" organization to run his campaign. https://t.co/tswSCdkiBy,08-17-2016 23:09:34,2018,3862,false,766049361021300737
TweetDeck,We can't let @realDonaldTrump become our next president. https://t.co/1zdOOMfync https://t.co/ZvUEIBDGMa,08-17-2016 21:13:07,1874,4800,false,766020053464707073
TweetDeck,Trump boasts the support of some of the most extreme voices in politics. Now one of them runs his campaign: https://t.co/A6h02WDYfd,08-17-2016 20:08:12,1753,3450,false,766003719213314048
TweetDeck,RT @HFA: Hillary has concrete plans to help America succeed.Trump would...build a wall. https://t.co/9s8GSxmXdf https://t.co/UDnxd5Gh8z,08-17-2016 19:31:16,648,0,true,765994423276736513
TweetDeck,With just 83 days until Election Day Trump hired one of the most extreme right-wing voices to run his campaign. https://t.co/geausYW6oD,08-17-2016 18:40:09,5184,13275,false,765981557790244864
TweetDeck,RT @TheBriefing2016: Trump’s new campaign chief is also the guy responsible for running this fringe "news" site: https://t.co/dH5lUyybYf,08-17-2016 18:15:19,1455,0,true,765975309493669888
TweetDeck,Donald Trump is still the same man who insults Gold Star families demeans women and mocks people with disabilities.,08-17-2016 17:53:21,1487,3423,false,765969781916860416
TweetDeck,The Trump Loophole would let millionaires cut their tax rates in half and do nothing for 99.8% of Americans. https://t.co/xmbflUy84w,08-17-2016 17:51:54,948,1710,false,765969414554542080
TweetDeck,The choice on jobs in this election (it’s not a hard one). https://t.co/C6X7yq9CQB https://t.co/nv4lJmUdsK,08-17-2016 17:48:35,612,1238,false,765968579451904000
TweetDeck,If you do your job you’re supposed to be rewarded for your work not stiffed. https://t.co/un2YiRLEYF,08-17-2016 17:40:03,1336,2085,false,765966433692123136
TweetDeck,We’ve got to get the economy working for everybody not just those at the top. Too many families are feeling financial stress.,08-17-2016 17:36:19,490,1324,false,765965494998462464
TweetDeck,Watch live: Hillary’s speaking in Cleveland about building an economy that works for everyone → https://t.co/EsqAmcnrnC,08-17-2016 17:34:40,632,2169,false,765965080974487552
TweetDeck,One candidate would help millions of hardworking Americans. The other would only help those at the top. https://t.co/qlnXNZiZmh,08-17-2016 13:09:10,2356,5887,false,765898264709304320
TweetDeck,Today @Simone_Biles landed a spot in history as the first woman from @USAGym to win 4 golds. Well done Simone! https://t.co/WldxYrC2ep,08-17-2016 02:59:17,4847,20101,false,765744781129547777
TweetDeck,If you were born between 1980 and 2002 Hillary has big plans to help you. https://t.co/4XCf0d3j7R,08-17-2016 01:48:07,1261,3461,false,765726870080020481
TweetDeck,Trump's idea for a new immigration test: "Those who...support bigotry and hatred will not be admitted."Awkward. https://t.co/LZoCq7U8NZ,08-16-2016 23:00:00,4786,9730,false,765684563368706048
TweetDeck,Closely monitoring the flooding in Louisiana &amp; Mississippi. The @RedCross is helping displaced families in need: https://t.co/sSYTbQMndP -H,08-16-2016 22:24:26,1459,4294,false,765675613034250240
Twitter Web Client,"This man is totally thoroughly unqualified to be president." —@JoeBiden on @realDonaldTrumphttps://t.co/ZfFj9ZXsfD,08-16-2016 20:16:49,1835,5294,false,765643496023728128
TweetDeck,Last night @allysonfelix won her 7th Olympic medal. Congrats to the most decorated woman in the history of @USATF! https://t.co/3LmdDx8iqn,08-16-2016 19:08:14,2274,9669,false,765626239679946752
TweetDeck,It’s not just that Trump doesn’t know what he’s talking about when it comes to national security. His words are dangerous and they hurt us.,08-16-2016 18:00:56,4070,14877,false,765609303017451520
TweetDeck,Be a part of this: Get registered to vote and ask everyone you know to register too. https://t.co/tTgeqxNqYm,08-16-2016 17:49:20,1687,3159,false,765606382271918080
TweetDeck,“@TeamUSA is showing the world what this country stands for. I am proud of our team." —Hillary in Philadelphia: https://t.co/byKmrx9XZy,08-16-2016 17:42:55,678,2873,false,765604769310400516
TweetDeck,You should be able to learn a skill practice a trade and make a good living doing it. https://t.co/vNEHs6UJmo,08-16-2016 16:01:16,3161,10238,false,765579185582698497
TweetDeck,RT @TeenVogue: "By harnessing your energy and ideas we can solve many of the problems we face." — @HillaryClinton https://t.co/q90WpEBtO9,08-16-2016 15:21:20,516,0,true,765569137439547393
TweetDeck,Trump's top adviser was designated $12.7 million from pro-Russia forces in Ukraine. That's the tip of the iceberg. https://t.co/4tYa2Y4nN9,08-16-2016 14:24:13,2860,5056,false,765554761231892480
Twitter Web Client,Donald Trump says he'll create a new test for immigrants.It's a test he'd fail.https://t.co/LZoCq8bJFx,08-16-2016 12:14:50,4894,9692,false,765522203563536384
TweetDeck,Both candidates have laid out economic plans. See how each would impact your state: https://t.co/BM2Fpk8lwA,08-16-2016 01:56:34,890,2418,false,765366612786577408
TweetDeck,Vice President @JoeBiden had the keys to our Instagram today. Check it out: https://t.co/N09gfgmFmN https://t.co/W6rlqb9C6N,08-16-2016 01:01:58,1007,4570,false,765352872016023552
TweetDeck,"The place of your birth should never be a barrier." A letter to young undocumented people on DACA's anniversary: https://t.co/4dDrLvefeM,08-16-2016 00:13:04,1244,3490,false,765340564569161728
TweetDeck,RT @TheBriefing2016: “He is a stunning ignoramus on foreign policy and national security.” https://t.co/h6NmEK07yB,08-15-2016 23:13:58,2258,0,true,765325690338217984
Twitter Web Client,The story of the Rodhams and the Bidens isn't unique. What's unique is the country where those stories were written.https://t.co/xUQW6ashqy,08-15-2016 22:27:53,1013,3073,false,765314093473341441
TweetDeck,RT @HillaryforCO: On the fourth anniversary of #DACA Juan remembers that "glass ceiling-shattering moment"→ https://t.co/kt4nl4RQj0,08-15-2016 21:08:30,472,0,true,765294117647777792
TweetDeck,We have some questions about Donald Trump's cozy relationship with Russia. https://t.co/N6ySNILYMx,08-15-2016 20:45:36,3176,5860,false,765288353419890688
